purpose_id,organ,element,state,ingredient_id,strength,priority,rationale
P_腎_水_不足,腎,水,不足,I114,3,2,腎水不足への作用(タマゴ)
P_脾_気_停滞,脾,気,停滞,I115,3,2,脾気停滞への作用(タマネギ)
P_脾_気_不足,脾,気,不足,I116,3,2,脾気不足への作用(タラ)
P_肺_気_不足,肺,気,不足,I116,3,2,肺気不足への作用(タラ)
P_肺_水_不足,肺,水,不足,I117,3,2,肺水不足への作用(チーズ)
P_腎_水_不足,腎,水,不足,I117,3,2,腎水不足への作用(チーズ)
P_肝_熱_過剰,肝,熱,過剰,I118,3,2,肝熱過剰への作用(茶葉)
P_心_熱_過剰,心,熱,過剰,I118,3,2,心熱過剰への作用(茶葉)
P_肝_血_停滞,肝,血,停滞,I119,3,2,肝血停滞への作用(チンゲンサイ)
P_脾_気_停滞,脾,気,停滞,I120,3,2,脾気停滞への作用(陳皮（ちんぴ）)
P_脾_熱_不足,脾,熱,不足,I121,3,2,脾熱不足への作用(トウガラシ)
P_脾_水_停滞,脾,水,停滞,I122,3,2,脾水停滞への作用(冬瓜)
P_肺_水_停滞,肺,水,停滞,I122,3,2,肺水停滞への作用(冬瓜)
P_腎_水_停滞,腎,水,停滞,I122,3,2,腎水停滞への作用(冬瓜)
P_脾_水_不足,脾,水,不足,I123,3,2,脾水不足への作用(豆乳)
P_脾_水_停滞,脾,水,停滞,I123,3,2,脾水停滞への作用(豆乳)
P_肺_水_不足,肺,水,不足,I123,3,2,肺水不足への作用(豆乳)
P_肺_水_停滞,肺,水,停滞,I123,3,2,肺水停滞への作用(豆乳)
P_腎_水_不足,腎,水,不足,I123,3,2,腎水不足への作用(豆乳)
P_腎_水_停滞,腎,水,停滞,I123,3,2,腎水停滞への作用(豆乳)
P_脾_熱_過剰,脾,熱,過剰,I124,3,2,脾熱過剰への作用(豆腐)
P_脾_水_停滞,脾,水,停滞,I125,3,2,脾水停滞への作用(トウモロコシ)
P_脾_水_停滞,脾,水,停滞,I126,3,2,脾水停滞への作用(トウモロコシのひげ)
P_肺_水_停滞,肺,水,停滞,I126,3,2,肺水停滞への作用(トウモロコシのひげ)
P_腎_水_停滞,腎,水,停滞,I126,3,2,腎水停滞への作用(トウモロコシのひげ)
P_肝_熱_過剰,肝,熱,過剰,I127,3,2,肝熱過剰への作用(ドクダミ)
P_心_熱_過剰,心,熱,過剰,I127,3,2,心熱過剰への作用(ドクダミ)
P_脾_気_不足,脾,気,不足,I128,3,2,脾気不足への作用(ドジョウ)
P_脾_熱_不足,脾,熱,不足,I129,3,2,脾熱不足への作用(杜仲（とちゅう）)
P_腎_熱_不足,腎,熱,不足,I129,3,2,腎熱不足への作用(杜仲（とちゅう）)
P_脾_熱_過剰,脾,熱,過剰,I130,3,2,脾熱過剰への作用(トマト)
P_脾_気_不足,脾,気,不足,I131,3,2,脾気不足への作用(鶏肉)
P_肝_血_不足,肝,血,不足,I132,3,2,肝血不足への作用(豚足)
P_心_血_不足,心,血,不足,I132,3,2,心血不足への作用(豚足)
P_脾_水_停滞,脾,水,停滞,I133,3,2,脾水停滞への作用(トンブリ)
P_肺_水_停滞,肺,水,停滞,I133,3,2,肺水停滞への作用(トンブリ)
P_腎_水_停滞,腎,水,停滞,I133,3,2,腎水停滞への作用(トンブリ)
P_脾_気_不足,脾,気,不足,I134,3,2,脾気不足への作用(ナガイモ)
P_肝_水_不足,肝,水,不足,I135,3,2,肝水不足への作用(梨)
P_肝_熱_過剰,肝,熱,過剰,I135,3,2,肝熱過剰への作用(梨)
P_心_水_不足,心,水,不足,I135,3,2,心水不足への作用(梨)
P_心_熱_過剰,心,熱,過剰,I135,3,2,心熱過剰への作用(梨)
P_肺_水_不足,肺,水,不足,I135,3,2,肺水不足への作用(梨)
P_肺_熱_過剰,肺,熱,過剰,I135,3,2,肺熱過剰への作用(梨)
P_腎_水_不足,腎,水,不足,I135,3,2,腎水不足への作用(梨)
P_腎_熱_過剰,腎,熱,過剰,I135,3,2,腎熱過剰への作用(梨)
P_脾_血_停滞,脾,血,停滞,I136,3,2,脾血停滞への作用(ナス)
P_脾_水_停滞,脾,水,停滞,I136,3,2,脾水停滞への作用(ナス)
P_脾_熱_過剰,脾,熱,過剰,I136,3,2,脾熱過剰への作用(ナス)
P_脾_気_不足,脾,気,不足,I137,3,2,脾気不足への作用(ナツメ)
P_肝_気_停滞,肝,気,停滞,I138,3,2,肝気停滞への作用(ナツメグ)
P_肝_熱_不足,肝,熱,不足,I138,3,2,肝熱不足への作用(ナツメグ)
P_脾_気_停滞,脾,気,停滞,I138,3,2,脾気停滞への作用(ナツメグ)
P_脾_熱_不足,脾,熱,不足,I138,3,2,脾熱不足への作用(ナツメグ)
P_肺_気_停滞,肺,気,停滞,I138,3,2,肺気停滞への作用(ナツメグ)
P_肺_熱_不足,肺,熱,不足,I138,3,2,肺熱不足への作用(ナツメグ)
P_腎_気_停滞,腎,気,停滞,I138,3,2,腎気停滞への作用(ナツメグ)
P_腎_熱_不足,腎,熱,不足,I138,3,2,腎熱不足への作用(ナツメグ)
P_脾_熱_不足,脾,熱,不足,I139,3,2,脾熱不足への作用(ナマコ)
P_脾_気_不足,脾,気,不足,I140,3,2,脾気不足への作用(ナマズ)
P_肺_気_不足,肺,気,不足,I140,3,2,肺気不足への作用(ナマズ)
P_肝_熱_過剰,肝,熱,過剰,I141,3,2,肝熱過剰への作用(ニガウリ)
P_心_熱_過剰,心,熱,過剰,I141,3,2,心熱過剰への作用(ニガウリ)
P_脾_熱_不足,脾,熱,不足,I142,3,2,脾熱不足への作用(ニラ)
P_腎_熱_不足,腎,熱,不足,I142,3,2,腎熱不足への作用(ニラ)
P_脾_血_不足,脾,血,不足,I143,3,2,脾血不足への作用(ニンジン)
P_脾_熱_不足,脾,熱,不足,I144,3,2,脾熱不足への作用(ニンニク)
P_脾_熱_過剰,脾,熱,過剰,I144,3,2,脾熱過剰への作用(ニンニク)
P_肝_熱_不足,肝,熱,不足,I145,3,2,肝熱不足への作用(ネギ)
P_肝_熱_過剰,肝,熱,過剰,I145,3,2,肝熱過剰への作用(ネギ)
P_心_熱_不足,心,熱,不足,I145,3,2,心熱不足への作用(ネギ)
P_心_熱_過剰,心,熱,過剰,I145,3,2,心熱過剰への作用(ネギ)
P_脾_熱_不足,脾,熱,不足,I145,3,2,脾熱不足への作用(ネギ)
